Z_PK,Z_ENT,Z_OPT,ZCHANNEL,ZRSSI,ZFINGERPRINT,ZAGE,ZDATE,ZMAC
23251,22,1,1,-77,563,13.26,608321646.222674,8a:8a:20:b1:c7:35
23252,22,1,1,-78,563,13.209,608321646.273666,7a:8a:20:b1:c7:35
23253,22,1,6,-75,563,16.664,608321645.6691949,2:54:af:d1:21:60
23254,22,1,6,-76,563,16.652,608321645.681192,18:60:24:3e:82:8d
23255,22,1,5,-78,563,15.64,608321646.693175,60:31:97:2:c6:d8
23256,22,1,5,-73,563,15.56,608321646.773213,50:c7:bf:6f:50:59
23257,22,1,4,-82,563,15.624,608321646.7091521,10:da:43:c2:1:3a
23258,22,1,6,-89,563,16.66,608321645.6731161,fa:8f:ca:32:98:2a
23259,22,1,11,-74,563,16.226,608321646.1072061,80:2a:a8:44:bd:c3
23260,22,1,153,-77,563,0.108,608321662.225183,8:bd:43:d3:18:23
23261,22,1,149,-76,563,0.135,608321662.198186,a8:bd:27:8f:dc:f0
23262,22,1,6,-74,563,16.67,608321645.663203,34:fc:b9:32:d:e4
23263,22,1,11,-73,563,2.325,608321660.0082109,92:32:4b:a:32:d8
23264,22,1,153,-86,563,14.875,608321647.458125,50:6a:3:c9:e0:89
23265,22,1,8,-77,563,16.441,608321645.89218,12:da:43:90:f2:a0
23266,22,1,11,-85,563,16.093,608321646.2401309,f8:da:c:fd:a4:d1
23267,22,1,11,-85,563,15.643,608321646.690133,70:77:81:dd:dd:a1
23268,22,1,11,-81,563,16.112,608321646.221157,50:6a:3:aa:7a:a3
23269,22,1,149,-83,563,15.042,608321647.291147,a8:bd:27:c9:8e:30
23270,22,1,8,-75,563,16.443,608321645.890198,10:da:43:90:f2:9f
23271,22,1,9,-84,563,2.416,608321659.9171389,9c:3d:cf:21:26:ab
23272,22,1,6,-81,563,16.693,608321645.6401551,60:31:97:4:5c:d0
23273,22,1,6,-87,563,19.956,608321642.377122,34:49:5b:c1:c9:36
23274,22,1,11,-82,563,2.35,608321659.9831489,88:3d:24:b9:c0:19
23275,22,1,11,-80,563,2.313,608321660.020162,10:da:43:eb:1f:54
23276,22,1,6,-74,563,15.545,608321646.7882,34:fc:b9:32:d:e2
23277,22,1,6,-86,563,16.633,608321645.700128,ae:ae:19:d7:de:8e
23278,22,1,11,-84,563,16.115,608321646.218136,60:31:97:2:c5:78
23279,22,1,11,-80,563,16.118,608321646.21516,3c:28:6d:6b:7f:f7
23280,22,1,4,-92,563,19.579,608321642.754091,ba:39:56:90:14:48
23281,22,1,2,0,563,15.914,608321646.4192159,50:d4:f7:58:c:b5
23282,22,1,3,-79,563,2.652,608321659.6811681,ec:8:6b:bf:40:94
23283,22,1,11,-88,563,2.347,608321659.986119,68:14:1:ae:9e:d2
23284,22,1,149,-83,563,15.042,608321647.2911439,a8:bd:27:c9:8e:33
23285,22,1,11,-79,563,2.261,608321660.072165,82:2a:a8:44:bd:c3
23286,22,1,6,-74,563,2.584,608321659.749208,60:31:97:5:30:b8
23287,22,1,5,-83,563,2.578,608321659.755141,a0:64:8f:e1:65:f7
23288,22,1,11,-78,563,19.771,608321642.562178,d0:bf:9c:c2:29:f7
23289,22,1,11,-82,563,10.321,608321659.91265,88:3d:24:b9:c0:19
23290,22,1,149,-73,563,2.205,608321668.0287199,a8:bd:27:c9:8e:34
23291,22,1,1,-78,563,2.556,608321667.677683,7a:8a:20:b1:c7:35
23292,22,1,6,-81,563,24.664,608321645.569656,60:31:97:4:5c:d0
23293,22,1,1,-90,563,2.6,608321667.633588,78:71:9c:5e:ed:d0
23294,22,1,44,-87,563,10.968,608321659.26562,10:da:43:90:f2:9e
23295,22,1,1,-85,563,27.659,608321642.5746369,8:bd:43:d3:18:21
23296,22,1,11,-78,563,1.95,608321668.2836859,c8:54:4b:ef:0:e0
23297,22,1,153,-77,563,8.079,608321662.154695,8:bd:43:d3:18:23
23298,22,1,6,-74,563,23.516,608321646.717708,34:fc:b9:32:d:e2
23299,22,1,6,-87,563,27.927,608321642.306623,34:49:5b:c1:c9:36
23300,22,1,11,-82,563,2.008,608321668.2256479,70:77:81:dd:dd:a1
23301,22,1,1,-90,563,23.96,608321646.2735909,a0:63:91:e9:b1:dd
23302,22,1,153,-86,563,22.846,608321647.387626,50:6a:3:c9:e0:89
23303,22,1,9,-90,563,2.714,608321667.519598,fc:15:b4:a6:3:40
23304,22,1,11,-80,563,2.627,608321667.60667,d0:bf:9c:c2:29:f7
23305,22,1,153,-89,563,2.16,608321668.073606,dc:ef:9:e1:18:26
23306,22,1,8,-75,563,24.414,608321645.819706,10:da:43:90:f2:9f
23307,22,1,6,-86,563,24.604,608321645.629631,ae:ae:19:d7:de:8e
23308,22,1,11,-81,563,24.083,608321646.1506591,50:6a:3:aa:7a:a3
23309,22,1,157,-88,563,2.121,608321668.1126089,60:31:97:5:30:b9
23310,22,1,149,-73,563,2.206,608321668.027722,a8:bd:27:c9:8e:33
23311,22,1,149,-72,563,2.226,608321668.0077281,a8:bd:27:c9:8e:30
23312,22,1,1,-70,563,10.772,608321659.4617311,78:8a:20:b1:c7:35
23313,22,1,157,-88,563,2.134,608321668.099612,d8:d7:75:d5:e3:33
23314,22,1,44,-78,563,2.291,608321667.942681,34:fc:b9:32:d:f0
23315,22,1,149,-76,563,8.106,608321662.1277001,a8:bd:27:8f:dc:f0
23316,22,1,5,-78,563,2.399,608321667.8346889,50:c7:bf:6f:50:59
23317,22,1,11,-79,563,10.232,608321660.001675,82:2a:a8:44:bd:c3
23318,22,1,11,-80,563,24.089,608321646.144664,3c:28:6d:6b:7f:f7
23319,22,1,6,-88,563,2.855,608321667.378618,2:54:af:d1:21:60
23320,22,1,11,-80,563,10.284,608321659.949667,10:da:43:eb:1f:54
23321,22,1,157,-89,563,2.121,608321668.112603,72:31:97:5:30:b9
23322,22,1,11,-74,563,24.197,608321646.036714,80:2a:a8:44:bd:c3
23323,22,1,2,0,563,2.562,608321667.671736,78:d2:94:8:c5:49
23324,22,1,2,0,563,23.885,608321646.348739,50:d4:f7:58:c:b5
23325,22,1,3,-79,563,10.623,608321659.610678,ec:8:6b:bf:40:94
23326,22,1,11,-85,563,24.064,608321646.169634,f8:da:c:fd:a4:d1
23327,22,1,11,-88,563,10.318,608321659.9156151,68:14:1:ae:9e:d2
23328,22,1,1,-76,563,2.607,608321667.6266971,8a:8a:20:b1:c7:35
23329,22,1,1,-74,563,23.829,608321646.404711,d8:d7:75:d5:e3:32
23330,22,1,1,-80,563,2.572,608321667.661672,a4:11:62:55:e2:f0
23331,22,1,11,-73,563,10.296,608321659.937725,92:32:4b:a:32:d8
23332,22,1,6,-76,563,24.623,608321645.610703,18:60:24:3e:82:8d
23333,22,1,8,-77,563,24.412,608321645.8216921,12:da:43:90:f2:a0
23334,22,1,5,-83,563,10.549,608321659.6846449,a0:64:8f:e1:65:f7
23335,22,1,9,-83,563,2.71,608321667.523642,9c:3d:cf:21:26:ab
23336,22,1,6,-74,563,10.556,608321659.677717,60:31:97:5:30:b8
23337,22,1,1,-69,563,10.767,608321659.466734,a0:4:60:3f:d2:94
23338,22,1,1,-90,563,10.757,608321659.476595,fe:ec:da:b7:a9:77
23339,22,1,1,-86,563,23.942,608321646.291629,f8:bb:bf:b3:8f:e5
23340,22,1,6,-89,563,24.631,608321645.6026009,fa:8f:ca:32:98:2a
23341,22,1,11,-84,563,24.086,608321646.14764,60:31:97:2:c5:78
23342,22,1,4,-92,563,27.55,608321642.68358,ba:39:56:90:14:48
23343,22,1,5,-81,563,2.414,608321667.819661,60:31:97:2:c6:d8
23344,22,1,4,-82,563,23.595,608321646.6386529,10:da:43:c2:1:3a
23345,22,1,1,-88,563,24.316,608321646.254881,80:2a:a8:44:bd:13
23346,22,1,11,-80,563,10.648,608321659.92293,10:da:43:eb:1f:54
23347,22,1,11,-87,563,0.041,608321670.529895,58:d9:d5:32:2e:b1
23348,22,1,11,-79,563,0.082,608321670.488941,3c:28:6d:6b:7f:f7
23349,22,1,6,-80,563,0.123,608321670.447919,34:fc:b9:32:d:e2
23350,22,1,6,-87,563,28.291,608321642.279892,34:49:5b:c1:c9:36
23351,22,1,1,-74,563,0.231,608321670.339954,d8:d7:75:d5:e3:32
23352,22,1,1,-90,563,11.12,608321659.450869,fe:ec:da:b7:a9:77
23353,22,1,1,-78,563,0.26,608321670.310944,7a:8a:20:b1:c7:35
23354,22,1,6,-78,563,0.206,608321670.364946,18:60:24:3e:82:8d
23355,22,1,1,-74,563,0.311,608321670.259951,8a:8a:20:b1:c7:35
23356,22,1,11,-80,563,0.062,608321670.508938,c8:54:4b:ef:0:e0
23357,22,1,1,-88,563,11.099,608321659.471886,88:3d:24:b9:a8:cf
23358,22,1,11,-85,563,0.053,608321670.517905,82:2a:a8:44:bd:c3
23359,22,1,6,-74,563,10.919,608321659.6519569,60:31:97:5:30:b8
23360,22,1,1,-85,563,28.023,608321642.547911,8:bd:43:d3:18:21
23361,22,1,11,-86,563,0.005,608321670.565903,80:2a:a8:44:bd:c3
23362,22,1,11,-80,563,0.016,608321670.554927,70:77:81:dd:dd:a1
23363,22,1,11,-82,563,10.685,608321659.8859141,88:3d:24:b9:c0:19
23364,22,1,11,-88,563,10.682,608321659.888884,68:14:1:ae:9e:d2
23365,22,1,11,-89,563,2.324,608321668.246878,88:3d:24:bb:73:80
23366,22,1,1,-70,563,0.27,608321670.300968,a8:bd:27:c9:8e:24
23367,22,1,11,-90,563,0.036,608321670.5348719,50:6a:3:aa:7a:a3
23368,22,1,11,-85,563,24.428,608321646.142908,f8:da:c:fd:a4:d1
23369,22,1,6,-88,563,3.219,608321667.351889,2:54:af:d1:21:60
23370,22,1,1,-90,563,2.964,608321667.60686,78:71:9c:5e:ed:d0
23371,22,1,6,-86,563,24.968,608321645.6028999,ae:ae:19:d7:de:8e
23372,22,1,6,-89,563,24.995,608321645.575875,fa:8f:ca:32:98:2a
23373,22,1,1,-80,563,2.936,608321667.634935,a4:11:62:55:e2:f0
23374,22,1,11,-73,563,10.66,608321659.910963,92:32:4b:a:32:d8
23375,22,1,1,-90,563,24.324,608321646.246866,a0:63:91:e9:b1:dd
23376,22,1,1,-70,563,0.234,608321670.3369651,78:8a:20:b1:c7:35
23377,22,1,1,-86,563,24.305,608321646.265897,f8:bb:bf:b3:8f:e5
23378,22,1,6,-81,563,25.028,608321645.542916,60:31:97:4:5c:d0
23379,22,1,1,-74,563,11.126,608321659.44496,a8:bd:27:c9:8e:22
23380,22,1,11,-80,563,2.991,608321667.5799329,d0:bf:9c:c2:29:f7
23381,22,1,1,-76,563,0.241,608321670.3299489,a0:4:60:3f:d2:94
23382,22,1,6,-80,563,0.122,608321670.448922,34:fc:b9:32:d:e4
23383,22,1,11,-80,563,0.079,608321670.491925,60:31:97:2:c5:78
23384,22,1,11,-79,563,7.667,608321670.5296999,3c:28:6d:6b:7f:f7
23385,22,1,11,-90,563,7.621,608321670.575549,50:6a:3:aa:7a:a3
23386,22,1,11,-82,563,18.27,608321659.926659,88:3d:24:b9:c0:19
23387,22,1,11,-81,563,2.632,608321675.564669,92:32:4b:a:32:d8
23388,22,1,1,-78,563,7.845,608321670.3517209,7a:8a:20:b1:c7:35
23389,22,1,1,-77,563,2.588,608321675.6087309,a0:4:60:3f:d2:94
23390,22,1,1,-90,563,18.706,608321659.4905391,fe:ec:da:b7:a9:77
23391,22,1,153,-92,563,2.16,608321676.036515,10:da:43:90:f2:a0
23392,22,1,3,-79,563,18.572,608321659.624705,ec:8:6b:bf:40:94
23393,22,1,1,-84,563,2.603,608321675.5936279,f8:bb:bf:b3:8f:e3
23394,22,1,5,-78,563,2.417,608321675.7797259,50:c7:bf:6f:50:59
23395,22,1,153,-77,563,16.028,608321662.168736,8:bd:43:d3:18:23
23396,22,1,11,-84,563,2.647,608321675.549623,60:31:97:2:c5:78
23397,22,1,44,-78,563,10.24,608321667.956716,34:fc:b9:32:d:f0
23398,22,1,157,-88,563,10.083,608321668.1135701,d8:d7:75:d5:e3:33
23399,22,1,157,-88,563,10.07,608321668.126565,60:31:97:5:30:b9
23400,22,1,1,-86,563,2.582,608321675.614612,82:2a:a8:44:bd:13
23401,22,1,1,-74,563,7.816,608321670.380752,d8:d7:75:d5:e3:32
23402,22,1,6,-79,563,2.867,608321675.32971,60:31:97:5:30:b8
23403,22,1,1,-83,563,2.604,608321675.592643,f8:bb:bf:b3:8f:e9
23404,22,1,5,-83,563,2.422,608321675.7746379,a0:64:8f:e1:65:f7
23405,22,1,2,0,563,10.511,608321667.6857829,78:d2:94:8:c5:49
23406,22,1,153,-86,563,30.795,608321647.401597,50:6a:3:c9:e0:89
23407,22,1,40,-86,563,2.349,608321675.847607,70:77:81:dd:dd:a2
23408,22,1,11,-80,563,7.647,608321670.549695,c8:54:4b:ef:0:e0
23409,22,1,1,-83,563,2.604,608321675.592648,f8:bb:bf:b3:8f:e1
23410,22,1,11,-85,563,2.627,608321675.569618,82:2a:a8:44:bd:c3
23411,22,1,149,-73,563,10.155,608321668.041762,a8:bd:27:c9:8e:33
23412,22,1,1,-74,563,18.711,608321659.485757,a8:bd:27:c9:8e:22
23413,22,1,149,-76,563,16.055,608321662.141741,a8:bd:27:8f:dc:f0
23414,22,1,11,-86,563,7.59,608321670.606602,80:2a:a8:44:bd:c3
23415,22,1,44,-87,563,18.917,608321659.279586,10:da:43:90:f2:9e
23416,22,1,11,-88,563,18.267,608321659.929576,68:14:1:ae:9e:d2
23417,22,1,153,-89,563,10.109,608321668.08756,dc:ef:9:e1:18:26
23418,22,1,6,-88,563,10.804,608321667.392581,2:54:af:d1:21:60
23419,22,1,11,-80,563,18.233,608321659.963679,10:da:43:eb:1f:54
23420,22,1,157,-89,563,10.07,608321668.126555,72:31:97:5:30:b9
23421,22,1,1,-80,563,2.587,608321675.60969,a4:11:62:55:e2:f0
23422,22,1,11,-80,563,7.601,608321670.595674,70:77:81:dd:dd:a1
23423,22,1,149,-72,563,10.175,608321668.021767,a8:bd:27:c9:8e:30
23424,22,1,11,-80,563,10.576,608321667.620685,d0:bf:9c:c2:29:f7
23425,22,1,1,-74,563,7.896,608321670.300746,8a:8a:20:b1:c7:35
23426,22,1,9,-90,563,10.663,608321667.5335441,fc:15:b4:a6:3:40
23427,22,1,9,-83,563,10.659,608321667.537633,9c:3d:cf:21:26:ab
23428,22,1,1,-70,563,7.855,608321670.341778,a8:bd:27:c9:8e:24
23429,22,1,1,-90,563,10.549,608321667.6475329,78:71:9c:5e:ed:d0
23430,22,1,6,-83,563,2.842,608321675.354654,18:60:24:3e:82:8d
23431,22,1,5,-81,563,10.363,608321667.833664,60:31:97:2:c6:d8
23432,22,1,3,-90,563,2.512,608321675.684527,1a:59:c0:4a:8e:bd
23433,22,1,1,-70,563,7.819,608321670.377772,78:8a:20:b1:c7:35
23434,22,1,11,-87,563,7.626,608321670.5705919,58:d9:d5:32:2e:b1
23435,22,1,149,-73,563,23.124,608321668.03647,a8:bd:27:c9:8e:33
23436,22,1,5,-78,563,15.387,608321675.7734281,50:c7:bf:6f:50:59
23437,22,1,149,-72,563,23.144,608321668.01648,a8:bd:27:c9:8e:30
23438,22,1,157,-89,563,23.04,608321668.120267,72:31:97:5:30:b9
23439,22,1,1,-86,563,15.552,608321675.6083189,82:2a:a8:44:bd:13
23440,22,1,1,-84,563,15.573,608321675.58734,f8:bb:bf:b3:8f:e3
23441,22,1,11,-87,563,20.595,608321670.565303,58:d9:d5:32:2e:b1
23442,22,1,6,-83,563,15.812,608321675.3483709,18:60:24:3e:82:8d
23443,22,1,1,-76,563,2.566,608321688.594438,78:8a:20:b1:c7:35
23444,22,1,1,-90,563,23.519,608321667.6412549,78:71:9c:5e:ed:d0
23445,22,1,1,-73,563,2.572,608321688.588475,a4:11:62:55:e2:f0
23446,22,1,9,-90,563,23.632,608321667.5282611,fc:15:b4:a6:3:40
23447,22,1,6,-88,563,23.774,608321667.3862929,2:54:af:d1:21:60
23448,22,1,1,-74,563,2.563,608321688.5974641,7a:8a:20:b1:c7:35
23449,22,1,11,-89,563,2.625,608321688.535277,2c:56:dc:54:83:d0
23450,22,1,153,-89,563,23.079,608321668.081272,dc:ef:9:e1:18:26
23451,22,1,157,-88,563,23.04,608321668.120283,60:31:97:5:30:b9
23452,22,1,149,-78,563,2.196,608321688.9644231,a8:bd:27:8f:dc:f0
23453,22,1,3,-79,563,2.514,608321688.646402,ec:8:6b:bf:40:94
23454,22,1,11,-85,563,15.596,608321675.564324,82:2a:a8:44:bd:c3
23455,22,1,11,-84,563,15.616,608321675.54433,60:31:97:2:c5:78
23456,22,1,44,-78,563,23.21,608321667.9504169,34:fc:b9:32:d:f0
23457,22,1,11,-71,563,2.629,608321688.5314851,92:32:4b:a:32:d8
23458,22,1,6,-79,563,15.836,608321675.324407,60:31:97:5:30:b8
23459,22,1,1,-79,563,2.588,608321688.5724119,a8:bd:27:c9:8e:22
23460,22,1,5,-83,563,15.392,608321675.768355,a0:64:8f:e1:65:f7
23461,22,1,153,-92,563,15.13,608321676.030239,10:da:43:90:f2:a0
23462,22,1,1,-83,563,15.573,608321675.58736,f8:bb:bf:b3:8f:e9
23463,22,1,9,-83,563,23.629,608321667.53135,9c:3d:cf:21:26:ab
23464,22,1,1,-83,563,15.574,608321675.586366,f8:bb:bf:b3:8f:e1
23465,22,1,1,-84,563,2.531,608321688.6293349,8:bd:43:d3:18:21
23466,22,1,1,-74,563,2.576,608321688.584454,a0:4:60:3f:d2:94
23467,22,1,11,-79,563,2.0,608321689.160397,3c:28:6d:6b:7f:f7
23468,22,1,40,-86,563,15.319,608321675.841314,70:77:81:dd:dd:a2
23469,22,1,1,-70,563,20.825,608321670.33549,a8:bd:27:c9:8e:24
23470,22,1,153,-76,563,2.168,608321688.992449,8:bd:43:d3:18:23
23471,22,1,11,-80,563,23.546,608321667.614386,d0:bf:9c:c2:29:f7
23472,22,1,1,-74,563,20.866,608321670.294459,8a:8a:20:b1:c7:35
23473,22,1,1,-76,563,2.558,608321688.602443,d8:d7:75:d5:e3:32
23474,22,1,11,-86,563,20.56,608321670.600309,80:2a:a8:44:bd:c3
23475,22,1,11,-80,563,20.571,608321670.589381,70:77:81:dd:dd:a1
23476,22,1,2,0,563,23.481,608321667.6794951,78:d2:94:8:c5:49
23477,22,1,1,-87,563,15.579,608321675.581298,88:3d:24:b9:a8:cf
23478,22,1,11,-83,563,1.956,608321689.204345,50:6a:3:aa:7a:a3
23479,22,1,157,-88,563,23.052,608321668.1082879,d8:d7:75:d5:e3:33
23480,22,1,11,-80,563,20.616,608321670.544392,c8:54:4b:ef:0:e0
23481,22,1,5,-81,563,23.333,608321667.827376,60:31:97:2:c6:d8
23482,22,1,3,-90,563,15.482,608321675.678249,1a:59:c0:4a:8e:bd
23483,22,1,4,-77,563,2.448,608321688.7124331,50:6a:3:c9:e0:8a
23484,22,1,40,-90,565,2.816,608322171.859176,60:31:97:2:c5:79
23485,22,1,1,-86,565,15.556,608322159.1192191,f8:bb:bf:b3:13:b1
23486,22,1,1,-89,565,3.574,608322171.101196,f8:bb:bf:b3:13:b3
23487,22,1,1,-79,565,3.568,608322171.107273,a4:11:62:55:e2:f0
23488,22,1,153,-90,565,2.404,608322172.271184,50:6a:3:c9:e0:89
23489,22,1,44,-90,565,2.763,608322171.912187,78:71:9c:5e:ed:d5
23490,22,1,11,-80,565,1.983,608322172.692258,c8:54:4b:ef:0:e0
23491,22,1,1,-74,565,3.486,608322171.18929,d8:d7:75:d5:e3:32
23492,22,1,1,-84,565,3.451,608322171.224228,fe:ec:da:b7:a9:77
23493,22,1,6,-79,565,4.261,608322170.414267,60:31:97:4:5c:d0
23494,22,1,6,-83,565,4.169,608322170.506231,b6:39:56:80:6c:27
23495,22,1,1,-82,565,15.555,608322159.120242,f8:bb:bf:b3:13:b9
23496,22,1,149,-70,565,2.511,608322172.164317,a8:bd:27:8f:dc:f0
23497,22,1,161,-90,565,2.225,608322172.4501799,60:31:97:4:5c:d1
23498,22,1,2,-89,565,3.371,608322171.3041929,fa:8f:ca:90:ed:13
23499,22,1,1,-73,565,3.528,608322171.147299,a8:bd:27:c9:8e:22
23500,22,1,11,-85,565,15.108,608322159.567222,50:6a:3:aa:7a:a3
23501,22,1,11,0,565,3.642,608322171.0333201,82:2a:a8:44:bd:c3
23502,22,1,149,-72,565,2.569,608322172.106308,a8:bd:27:c9:8e:30
23503,22,1,9,-81,565,3.767,608322170.908246,9c:3d:cf:21:26:ab
23504,22,1,6,0,565,15.336,608322159.339329,18:60:24:3e:82:8d
23505,22,1,153,-89,565,2.403,608322172.272214,dc:ef:9:e1:18:26
23506,22,1,9,-79,565,15.182,608322159.493261,fc:15:b4:a6:3:40
23507,22,1,157,-89,565,2.256,608322172.419205,72:31:97:5:30:b9
23508,22,1,40,-89,565,2.833,608322171.8422021,70:77:81:dd:dd:a2
23509,22,1,1,-72,565,3.424,608322171.251311,a8:bd:27:c9:8e:24
23510,22,1,6,0,565,4.214,608322170.461323,3c:28:6d:97:f5:e
23511,22,1,44,-80,565,2.738,608322171.937249,34:fc:b9:32:d:f0
23512,22,1,11,-73,565,3.655,608322171.020296,c4:49:bb:92:c2:62
23513,22,1,1,-75,565,3.386,608322171.289287,8a:8a:20:b1:c7:35
23514,22,1,1,-73,565,3.376,608322171.2992929,a0:4:60:3f:d2:94
23515,22,1,10,-89,565,3.806,608322170.869199,0:11:32:6c:35:2c
23516,22,1,153,-89,565,2.431,608322172.24419,10:da:43:90:f2:a0
23517,22,1,5,-79,565,3.123,608322171.552275,50:c7:bf:6f:50:59
23518,22,1,11,-80,565,1.942,608322172.7332519,70:77:81:dd:dd:a1
23519,22,1,11,-82,565,15.113,608322159.56224,78:d2:94:af:4f:c3
23520,22,1,149,-84,565,2.52,608322172.155225,3c:28:6d:6b:7f:f3
23521,22,1,153,-79,565,2.38,608322172.295264,8:bd:43:d3:18:23
23522,22,1,11,-75,565,15.158,608322159.517284,92:32:4b:a:32:d8
23523,22,1,1,-80,565,3.429,608322171.2462549,8:bd:43:d3:18:21
23524,22,1,157,-89,565,2.256,608322172.4192079,60:31:97:5:30:b9
23525,22,1,1,-76,565,3.512,608322171.163279,78:8a:20:b1:c7:35
23526,22,1,5,-73,565,3.112,608322171.563302,a0:64:8f:e1:65:f7
23527,22,1,40,-92,565,2.816,608322171.859168,72:31:97:2:c5:79
23528,22,1,6,0,565,3.102,608322171.573326,60:31:97:5:30:b8
23529,22,1,3,-83,565,15.495,608322159.180234,1e:59:c0:4a:8e:bd
23530,22,1,157,-89,565,2.269,608322172.4062109,d8:d7:75:d5:e3:33
23531,22,1,44,-86,565,2.702,608322171.973217,10:da:43:90:f2:9e
23532,22,1,11,-72,565,3.633,608322171.0423139,60:31:97:2:c5:78
23533,22,1,3,-79,565,3.184,608322171.49127,ec:8:6b:bf:40:94
23534,22,1,11,-82,565,1.976,608322172.6992371,3c:28:6d:91:8:35
23535,22,1,1,-76,565,3.54,608322171.135282,7a:8a:20:b1:c7:35
23536,22,1,149,-72,565,2.568,608322172.107305,a8:bd:27:c9:8e:33
23537,22,1,5,-82,567,24.343,608322226.7147369,60:31:97:2:c6:d8
23538,22,1,11,-80,567,2.001,608322249.056742,10:da:43:eb:1f:54
23539,22,1,153,-90,567,2.38,608322248.677647,50:6a:3:c9:e0:89
23540,22,1,161,-88,567,24.012,608322227.045676,60:31:97:4:5c:d1
23541,22,1,161,-88,567,24.012,608322227.04567,72:31:97:4:5c:d1
23542,22,1,36,-88,567,2.934,608322248.123681,a0:64:8f:e1:65:f8
23543,22,1,149,-83,567,2.545,608322248.5127151,a8:bd:27:c9:8e:30
23544,22,1,11,-91,567,3.598,608322247.459641,c8:54:4b:ef:0:e0
23545,22,1,11,-78,567,1.971,608322249.086787,60:31:97:2:c5:78
23546,22,1,11,-85,567,16.567,608322234.490698,92:32:4b:a:32:d8
23547,22,1,153,-89,567,24.089,608322226.968659,dc:ef:9:e1:18:26
23548,22,1,153,-79,567,2.459,608322248.598776,8:bd:43:d3:18:23
23549,22,1,6,-69,567,4.073,608322246.984861,34:fc:b9:32:d:e4
23550,22,1,2,-78,567,3.391,608322247.666793,78:d2:94:8:c5:49
23551,22,1,1,-79,567,3.567,608322247.49076,7a:8a:20:b1:c7:35
23552,22,1,6,-82,567,4.207,608322246.850731,60:31:97:5:30:b8
23553,22,1,1,-80,567,24.497,608322226.560748,88:3d:24:b9:a8:cf
23554,22,1,11,-74,567,1.917,608322249.1408329,70:77:81:dd:dd:a1
23555,22,1,11,-78,567,3.617,608322247.4407821,80:2a:a8:44:bd:c3
23556,22,1,11,-79,567,3.668,608322247.389771,82:2a:a8:44:bd:c3
23557,22,1,1,-79,567,3.541,608322247.516754,78:8a:20:b1:c7:35
23558,22,1,1,-69,567,3.501,608322247.5568559,a4:11:62:55:e2:f0
23559,22,1,6,0,567,4.176,608322246.881867,34:fc:b9:32:d:e2
23560,22,1,8,-75,567,3.931,608322247.126822,12:da:43:90:f2:a0
23561,22,1,6,-82,567,24.761,608322226.296726,c4:65:16:4f:5e:e1
23562,22,1,11,-85,567,3.687,608322247.3707039,fa:b4:6a:cb:60:45
23563,22,1,5,-70,567,3.149,608322247.90885,50:c7:bf:6f:50:59
23564,22,1,4,-72,567,3.254,608322247.8038441,50:6a:3:c9:e0:8a
23565,22,1,149,-86,567,2.487,608322248.570687,a8:bd:27:8f:dc:f0
23566,22,1,11,-88,567,23.851,608322227.206665,28:bd:89:fb:dd:88
23567,22,1,6,-72,567,4.255,608322246.802838,18:60:24:3e:82:8d
23568,22,1,157,-91,567,2.347,608322248.710623,d8:d7:75:d5:e3:33
23569,22,1,11,-77,567,3.627,608322247.430804,3c:28:6d:6b:7f:f7
23570,22,1,11,-77,567,3.608,608322247.449799,d0:bf:9c:c2:29:f7
23571,22,1,149,-82,567,2.545,608322248.51272,a8:bd:27:c9:8e:33
23572,22,1,1,-77,567,3.5,608322247.55781,a0:4:60:3f:d2:94
23573,22,1,157,-90,567,2.334,608322248.723653,60:31:97:5:30:b9
23574,22,1,1,-79,567,3.413,608322247.644765,8a:8a:20:b1:c7:35
23575,22,1,8,-75,567,3.931,608322247.126827,10:da:43:90:f2:9f
23576,22,1,5,-76,567,24.387,608322226.6708161,a0:64:8f:e1:65:f7
23577,22,1,11,-91,567,16.571,608322234.486635,70:5a:9e:a:78:d0
23578,22,1,11,-85,567,3.615,608322247.442692,50:6a:3:aa:7a:a3
23579,22,1,44,-83,567,2.715,608322248.342709,34:fc:b9:32:d:f0
23580,22,1,11,-85,567,6.554,608322247.457903,50:6a:3:aa:7a:a3
23581,22,1,161,-88,567,26.951,608322227.060879,72:31:97:4:5c:d1
23582,22,1,2,-78,567,6.329,608322247.68297,78:d2:94:8:c5:49
23583,22,1,4,-85,567,2.482,608322251.529911,10:da:43:c2:1:3a
23584,22,1,8,-75,567,6.87,608322247.142002,10:da:43:90:f2:9f
23585,22,1,1,-71,567,2.589,608322251.423022,a4:11:62:55:e2:f0
23586,22,1,1,-77,567,2.532,608322251.479982,a0:4:60:3f:d2:94
23587,22,1,44,-83,567,5.653,608322248.358919,34:fc:b9:32:d:f0
23588,22,1,11,-79,567,2.002,608322252.009951,82:2a:a8:44:bd:c3
23589,22,1,36,-91,567,2.391,608322251.620854,a0:64:8f:e1:65:f8
23590,22,1,11,-80,567,4.939,608322249.0729309,10:da:43:eb:1f:54
23591,22,1,1,-88,567,2.6,608322251.4118869,f8:bb:bf:b3:13:b5
23592,22,1,1,-86,567,2.58,608322251.431891,78:71:9c:5e:ed:d0
23593,22,1,11,-77,567,2.673,608322251.338978,3c:28:6d:6b:7f:f7
23594,22,1,4,-72,567,6.193,608322247.819018,50:6a:3:c9:e0:8a
